google_index,page_rank,web_traffic,nb_hyperlinks,length_url,status
0,4,2353032,145,21,1
1,2,0,4,58,1
1,0,0,9,29,1
1,4,8902890,130,203,1
0,5,2583,274,56,0
1,7,0,41,48,1
1,5,0,14,28,1
1,1,10744976,0,46,1
1,2,0,0,47,1
1,0,8035356,0,35,1
0,3,488821,40,22,0
1,1,0,6,81,1
0,2,3985261,169,30,0
0,3,651173,0,25,0
1,2,4830221,132,103,1
0,8,416,491,50,0
1,0,7399431,8,94,1
1,1,0,6,167,1
0,3,657137,93,18,0
1,3,0,27,36,1
0,6,136143,77,51,0
1,1,2247542,103,42,1
0,5,18344,0,105,0
1,0,0,1,31,1
1,1,0,0,253,1
0,4,1308664,24,28,0
0,2,994840,69,23,0
1,0,5471993,52,42,1
1,5,0,10,29,1
1,3,0,6,119,1
0,7,12,90,56,0
1,0,0,23,29,1
1,5,14411,4659,36,0
0,3,0,1,31,1
1,0,0,0,42,1
1,10,1,10,82,1
0,1,771758,116,28,0
1,2,0,4,38,1
0,4,2457973,86,47,0
1,5,0,14,39,1
0,5,0,89,54,0
1,0,0,17,404,1
1,3,17964,1,78,1
1,1,0,0,69,1
0,5,7361,129,31,0
1,0,0,22,57,1
0,8,4880613,21,26,0
0,1,794756,52,31,0
1,2,0,0,67,1
1,0,0,5,94,1
1,0,0,278,77,1
0,1,0,76,16,0
0,7,7552177,0,68,0
0,10,63,25,29,0
0,2,237648,80,49,0
0,7,1203,0,50,0
0,5,8740,81,28,0
0,2,2778969,58,18,1
0,5,1213116,48,46,0
0,2,3022834,19,29,0
0,2,4032224,154,23,0
1,0,0,4,58,1
0,3,901117,110,27,0
1,0,0,21,63,1
0,4,257467,110,101,0
1,0,5697976,51,125,1
1,2,0,7,42,1
0,2,101873,307,19,0
0,3,305533,233,19,0
0,0,1282686,26,32,0
1,0,0,23,51,1
0,7,12,247,66,0
1,0,0,7,243,1
1,3,0,21,73,1
0,5,328378,107,44,0
1,3,0,0,70,0
0,3,185080,116,27,0
0,4,428010,52,26,0
0,3,2317654,116,23,0
0,5,0,14,27,0
0,4,597462,50,21,0
0,5,608816,66,49,0
1,5,0,14,38,1
1,1,0,22,218,1
1,2,1082977,1,29,1
0,2,0,21,32,0
1,2,475107,103,34,1
1,2,4189860,12,93,1
1,1,0,22,133,1
0,6,184,244,39,0
1,0,5707171,51,128,1
0,6,545,53,48,0
0,3,0,151,28,0
0,2,0,142,37,0
0,3,4423479,34,24,0
0,3,0,392,27,0
1,0,9679626,3,372,1
0,2,3532336,168,22,0
1,1,0,0,39,1
0,5,126204,16,40,0
1,1,3192143,158,35,0
1,3,3488368,86,42,0
1,2,0,0,69,1
0,5,0,61,47,0
0,4,0,12,50,0
0,5,885,11,22,0
0,8,0,13,32,0
1,2,377875,8,105,1
1,1,77586,7,38,1
1,7,376,0,319,1
1,3,18105,1,142,1
0,4,0,143,24,0
1,0,0,17,91,1
0,2,1584299,284,18,0
0,1,341948,47,28,1
1,5,0,22,73,1
0,7,12,830,53,0
0,3,248833,24,43,0
1,4,421761,34,37,1
0,7,3816,425,72,0
0,1,0,197,66,0
1,5,0,14,30,1
0,6,826847,76,20,0
0,6,453,76,59,0
1,0,0,20,153,1
0,3,718627,166,32,0
1,2,0,0,41,1
0,6,2580,71,50,0
0,5,1937051,165,37,0
0,4,2232292,421,19,0
1,2,0,13,92,1
1,0,0,75,117,1
0,5,379,91,47,0
1,3,17696,0,52,1
1,3,2156460,1,109,1
0,10,8,53,33,0
0,10,2,55,43,0
1,0,0,0,85,1
1,0,0,37,44,1
1,3,18263,1,75,1
0,7,12,384,50,0
0,3,5025731,55,62,0
0,1,3713285,573,30,0
1,0,5816617,4,128,1
1,5,49888,112,45,0
1,5,0,14,29,1
1,4,0,5,261,1
0,6,34916,28,22,0
0,3,0,141,24,0
0,0,0,99,77,1
0,0,0,3,188,1
0,2,1264301,13,21,1
1,3,696261,12,162,1
1,1,0,0,115,0
0,2,0,13,25,0
1,2,7911150,0,74,0
1,2,8134006,33,31,1
0,8,137,210,52,0
0,5,974,209,40,0
1,0,0,0,59,1
1,0,0,1,57,1
0,8,0,111,37,0
0,6,113019,125,25,0
1,1,0,4,77,1
1,0,0,1,47,1
0,5,368723,51,25,0
0,3,0,41,34,0
1,0,0,0,44,1
1,7,309382,4,25,1
1,0,5707171,51,127,1
1,10,72,14,38,0
1,2,122025,19,79,1
0,3,3139767,67,19,0
1,10,1,1,82,1
0,2,4026793,47,40,1
1,7,308772,4,40,1
0,2,5159982,99,30,0
0,2,0,25,25,0
0,3,1012136,103,36,0
1,0,0,7,26,1
1,1,481145,103,38,1
1,0,0,22,210,1
1,2,20689,1,32,1
1,0,5707171,51,126,1
1,0,0,0,96,1
0,5,0,21,30,0
0,7,6204131,135,25,0
0,4,45196,539,27,0
0,6,10549,85,82,0
1,4,0,22,50,1
0,8,41,380,92,0
1,2,0,30,77,1
1,3,2250,217,42,0
1,0,0,0,38,1
1,5,0,14,26,1
1,1,0,11,180,1
0,1,0,26,97,1
0,2,0,253,17,0
0,3,0,32,35,1
0,5,236842,81,72,0
0,5,564998,17,27,0
1,3,0,0,16,1
1,2,0,4,63,1
0,7,0,157,83,0
1,0,0,0,41,1
0,2,32580,48,31,0
0,3,326162,79,42,0
0,5,1303460,77,52,0
1,5,10654,69,52,0
0,6,545,65,76,0
0,4,5328535,37,29,0
1,5,0,22,53,1
1,8,115,5,83,0
0,4,697320,269,26,0
1,3,10531930,20,208,1
1,2,0,31,74,1
0,5,42667,93,35,0
1,0,0,26,54,1
0,3,110853,65,27,0
1,5,0,22,56,1
0,2,456965,11,38,1
1,10,1,1,57,1
1,0,0,8,50,1
1,4,167115,73,51,1
1,1,45133,16,22,1
0,5,20690,339,45,0
0,3,1372473,33,24,0
1,3,267520,4,53,1
1,0,0,25,98,1
0,6,2487,172,69,0
1,0,0,0,629,1
0,5,3993,199,87,0
0,10,2,55,41,0
1,3,0,6,104,1
0,3,3694130,49,23,0
1,4,0,52,25,1
1,0,5697976,51,127,1
1,0,5707171,51,128,1
0,2,1720677,162,54,0
0,4,3574955,255,35,0
0,4,3292354,0,72,0
0,3,0,21,24,1
0,1,507771,143,21,1
0,3,2250,69,43,0
1,2,0,259,53,0
0,4,445572,130,27,0
1,6,153673,55,61,0
1,7,12,996,59,0
1,10,1,25,113,1
1,0,0,14,29,1
1,0,0,12,69,1
0,3,2208902,53,15,0
0,4,57776,477,20,0
0,2,2687983,67,31,0
0,4,1265063,137,58,0
0,5,22857,249,69,0
0,4,51162,73,28,0
0,10,2,52,43,0
0,2,2905816,137,24,0
1,4,100011,0,89,0
0,5,29935,32,32,0
1,5,0,22,152,1
0,2,157916,33,27,0
1,6,56198,36,28,1
1,0,5816617,4,76,1
0,4,2166138,15,89,0
0,2,0,14,18,0
0,3,222053,4,56,0
0,10,63,25,25,0
0,5,316,398,38,0
1,1,0,56,34,1
1,5,0,14,30,1
0,0,0,404,21,0
1,3,2320,75,43,0
1,1,0,0,76,1
1,0,5707171,51,118,1
1,2,0,0,32,1
1,5,189734,57,60,0
0,3,8675232,17,27,0
1,2,0,42,94,1
1,0,0,11,30,1
0,5,4676,55,73,0
0,5,2807568,6,59,0
0,5,198488,171,52,0
1,3,32167,40,40,0
0,4,0,63,18,0
1,0,0,15,34,1
1,5,0,0,47,1
0,5,53314,201,50,0
0,7,193,360,52,0
1,2,0,0,57,1
1,0,0,0,52,1
0,7,4204,74,41,0
1,6,2263,151,90,0
1,5,0,14,41,1
1,0,0,6,219,1
1,0,8240141,0,66,1
1,0,0,0,33,1
1,5,616449,0,60,0
0,5,99193,38,26,0
0,10,2,52,43,0
0,3,0,83,25,0
0,10,2,55,46,0
0,2,420116,118,23,0
1,2,0,160,46,0
0,0,0,21,56,0
0,8,116,413,43,0
1,2,0,1,67,1
0,4,497097,146,31,0
0,6,299,106,66,0
0,5,337165,63,61,0
0,5,1823,0,83,0
1,0,0,0,39,1
0,5,460491,94,42,0
0,2,5817997,18,29,0
1,10,1,27,113,1
0,5,9624,808,61,0
1,0,5707171,51,78,1
1,2,0,0,28,1
0,8,0,115,43,0
0,1,0,75,26,0
0,5,2873,94,53,0
1,2,641733,85,55,1
1,0,0,4,69,1
1,6,3677,163,113,0
0,5,5358359,22,32,0
0,4,1433876,18,72,0
0,5,6098,40,77,0
1,2,0,0,37,1
0,0,4236883,33,99,1
0,6,366193,55,46,0
1,1,77586,47,31,1
0,2,0,53,27,0
1,0,0,50,101,1
1,0,0,124,100,1
1,5,177763,169,76,0
0,0,0,3,196,1
0,3,0,6,20,0
1,0,0,0,26,1
1,6,56198,37,34,1
1,5,0,9,42,1
0,8,383,0,74,0
0,10,2,52,43,0
1,0,5697976,51,68,1
1,1,533532,1,45,1
0,6,184,164,50,0
1,0,0,113,28,1
0,7,12,1903,50,0
1,0,5697976,51,126,1
1,1,686549,34,59,1
1,2,63164,10,34,1
0,5,623,230,41,0
1,0,5707171,51,118,1
1,0,0,0,32,1
0,4,189061,91,26,0
0,1,0,0,25,0
0,1,485854,56,76,0
0,9,24,1,103,1
0,3,525334,64,24,0
0,3,207273,60,26,0
1,0,0,81,93,1
1,4,46701,0,86,1
1,3,0,6,97,1
0,2,3090165,84,57,0
1,0,0,28,45,1
1,0,0,164,45,1
0,4,0,36,24,0
1,5,1858,125,34,0
0,4,186822,33,53,0
0,2,0,88,34,0
0,4,228043,24,75,0
0,5,154918,43,50,0
1,6,22211,8,42,1
1,0,0,1,56,1
0,6,545,50,70,0
1,8,50,39,64,0
0,6,595,56,84,0
0,4,4463841,140,33,0
1,4,30,12,547,0
1,5,0,22,54,1
1,4,5219,24,74,0
0,2,0,254,28,0
0,1,3201555,11,59,1
0,1,348199,20,40,0
1,5,644,143,31,0
1,1,2151511,43,250,1
1,2,1768405,31,158,1
1,0,0,4,42,1
1,0,5697976,51,126,1
0,5,5469,267,56,0
1,10,1,10,70,1
0,7,12,473,43,0
0,2,2259972,6,39,0
1,5,0,14,30,1
0,7,8607,112,61,0
0,5,28049,83,58,0
1,0,5697976,51,131,1
1,0,0,31,53,1
1,4,166058,22,102,1
0,0,0,0,101,1
0,5,21,0,132,1
1,5,22658,69,52,0
1,0,0,5,121,1
1,2,0,12,45,1
1,5,0,14,31,1
1,3,4365,8,52,1
0,0,0,1,16,1
0,3,5235015,37,25,0
1,0,5707171,51,115,1
0,3,582076,241,35,0
1,3,0,6,111,1
1,0,0,13,33,1
1,0,0,4,105,1
0,3,0,99,26,0
0,4,66005,47,51,1
0,3,0,10,62,0
0,4,22333,99,54,0
0,5,2243,78,55,0
1,0,0,0,53,0
1,7,1518,158,79,0
0,2,3865872,13,23,0
1,0,5697976,51,118,1
0,7,12,1477,46,0
1,1,0,136,64,1
0,2,0,135,32,0
1,3,0,19,40,1
1,0,0,0,22,1
1,0,0,1,82,1
0,5,88539,196,36,0
0,5,0,13,47,1
0,4,53952,149,26,0
1,5,0,21,66,1
1,0,0,53,107,1
1,1,0,0,64,1
1,0,0,31,80,1
1,0,882317,22,38,1
0,1,1823977,18,22,0
1,3,0,0,60,1
0,8,0,138,34,0
0,5,7423,141,33,0
1,0,1863827,103,35,1
0,4,3699651,86,69,0
0,4,101301,119,29,0
1,0,5707171,51,126,1
0,3,2521041,221,26,0
1,4,0,0,114,1
0,7,12,182,40,0
1,0,0,28,45,1
1,5,2192,95,100,0
1,4,0,7,141,1
1,3,10313348,0,73,1
1,0,0,45,121,1
0,3,4055114,20,28,0
0,6,546,65,62,0
0,4,61492,301,59,0
0,5,306900,50,48,0
0,4,16774,17,58,0
1,1,45133,16,22,1
1,0,0,10,54,1
0,3,8543,72,40,0
0,8,413,361,54,0
1,0,5707171,51,126,1
1,0,5707171,51,130,1
0,3,249971,48,30,1
1,0,0,28,53,1
1,0,0,0,56,1
0,5,466083,30,61,0
1,0,2580873,40,126,1
1,0,0,0,69,1
0,4,101986,78,50,0
1,0,0,22,45,1
1,4,0,19,289,1
1,0,0,3,45,1
0,0,0,8,23,0
0,1,0,5,50,1
1,0,0,17,464,1
1,5,23415,40,31,0
1,0,0,7,106,1
1,8,2307,0,84,1
1,0,5707171,51,68,1
1,2,0,22,33,1
0,5,83810,139,39,0
0,2,0,1637,19,0
1,0,0,4,54,1
1,4,209223,33,35,0
0,5,2190,77,46,0
1,7,3196,71,67,0
1,0,0,24,57,1
0,5,14284,469,45,0
1,0,0,11,29,1
0,3,256371,155,29,0
0,5,625153,14,59,0
1,4,24006,13,30,1
0,2,175291,0,21,0
1,3,17964,1,40,1
1,0,0,0,41,1
1,3,0,6,107,1
1,1,0,15,62,1
0,7,12,155,34,0
0,2,381995,14,28,0
0,2,0,243,32,0
0,4,441148,358,27,0
1,5,0,21,41,1
0,5,757720,94,40,0
1,0,0,0,55,1
1,0,0,0,35,1
0,4,0,24,28,0
1,4,8596669,0,79,0
0,5,379,119,58,0
1,0,7776219,3,152,1
0,3,0,32,26,0
1,1,4591292,64,57,1
1,0,0,19,45,1
0,5,7023,362,63,0
1,2,4669,0,65,1
0,0,10607254,66,30,1
0,5,982,221,33,0
0,10,63,25,35,0
0,2,624111,82,32,0
1,3,0,36,79,1
0,5,3147,443,46,0
1,0,0,4,34,1
0,5,98840,99,55,0
1,5,0,16,35,1
0,2,0,244,35,0
1,0,0,3,70,1
1,0,0,0,67,1
1,0,0,6,84,1
0,7,2097,65,91,0
1,0,0,3,52,1
1,0,0,0,85,1
0,4,3862928,129,59,0
1,7,632001,0,57,1
1,0,5707171,51,128,1
1,3,0,1,43,1
0,2,0,203,29,0
1,0,0,1,156,1
1,6,1021,0,61,0
1,5,0,14,36,1
1,0,5697976,51,128,1
1,6,38086,0,64,0
0,5,53863,328,38,0
1,0,0,122,61,1
0,6,13509,520,49,0
1,0,0,82,67,1
0,4,3012268,26,40,0
1,0,5707171,51,125,1
0,2,2867682,557,22,0
0,8,560,640,117,0
1,1,10052070,46,133,1
0,0,9555991,0,133,1
1,0,0,26,39,1
1,5,891330,80,50,0
1,0,0,12,114,1
1,5,0,14,29,1
0,4,0,0,63,0
1,0,0,0,76,1
0,2,5357492,215,31,0
1,5,0,14,30,1
0,5,20599,65,36,0
1,3,2656129,58,91,1
1,2,0,30,67,1
0,5,0,109,40,0
0,2,0,6,43,0
1,1,7375648,0,81,1
0,4,77435,22,121,1
0,5,59635,46,17,0
0,0,0,26,22,1
1,1,0,16,66,1
1,4,109426,12,39,1
0,3,0,23,24,0
1,2,0,110,56,1
1,0,0,0,35,1
1,5,2187,89,86,0
1,0,0,11,26,1
1,0,0,164,57,1
0,5,403914,148,25,0
0,2,0,19,21,0
0,3,956271,55,34,0
1,0,0,31,155,1
0,4,1229068,79,46,0
0,1,0,37,23,0
0,6,19882,84,52,0
1,2,0,84,76,1
1,5,0,0,79,1
1,3,17148,161,49,0
0,3,533432,163,58,1
1,0,0,44,54,1
1,0,1961063,51,127,1
1,1,0,0,58,1
1,2,4691,161,52,1
0,3,2872123,51,24,0
1,2,1494607,144,81,0
1,1,988416,11,177,1
0,9,3523,82,21,1
1,5,0,17,49,1
0,6,12421,167,52,0
1,2,0,0,23,1
0,5,2078971,71,35,0
1,5,2188,136,82,0
1,5,0,21,63,1
1,0,0,1,91,1
0,2,619864,168,49,0
0,2,0,263,23,0
1,0,0,87,41,1
1,0,0,0,19,1
1,7,147,270,49,0
1,4,27683,28,25,1
1,10,1,25,113,1
0,5,14506,123,92,0
1,8,0,6,35,0
0,7,12,228,45,0
0,5,64871,70,69,0
0,3,3520303,18,41,0
1,0,5816617,4,126,1
1,0,0,0,52,1
0,5,2258035,35,41,0
1,2,5392060,0,37,1
0,8,115,411,47,0
0,4,14056,53,26,0
1,0,514430,24,45,1
1,6,1137,170,58,0
0,5,473854,126,18,0
0,6,1418,50,97,0
0,7,13,189,43,0
1,3,0,6,109,1
1,1,0,86,25,1
0,4,0,128,51,0
1,1,943419,12,21,1
0,4,1275056,409,66,0
0,0,0,35,64,0
0,2,3479049,27,26,0
0,5,5662,12,31,0
0,6,8160,417,68,0
1,5,0,22,108,0
0,10,2,41,263,1
1,5,91852,77,40,0
1,3,0,6,100,1
0,4,140382,325,25,0
1,0,0,13,34,1
0,3,277373,156,19,0
0,7,13,240,49,0
0,5,227342,67,48,0
1,10,1,31,113,1
0,2,1868666,253,29,0
1,0,0,0,96,1
1,6,22211,8,44,1
0,2,3601536,16,26,0
1,0,1144030,0,35,1
1,2,6425032,0,33,1
1,1,0,189,65,1
1,0,0,92,57,1
0,2,0,15,23,0
0,3,759109,86,35,0
1,2,4535468,12,20,1
0,5,72924,207,56,0
0,5,28261,99,101,0
1,0,0,1,156,1
0,5,28418,85,49,0
1,1,943419,16,35,1
0,5,607506,28,56,0
1,0,0,3,46,1
0,9,89,222,44,0
1,5,26616,93,103,1
0,2,4577170,120,24,0
0,4,2113067,117,31,0
1,0,0,23,39,1
0,4,176808,571,32,0
1,4,0,94,22,1
0,4,755916,0,35,0
1,3,0,8,169,1
1,2,2161928,0,46,1
0,3,819233,1,74,1
1,5,13447,0,159,0
1,5,0,22,73,1
0,5,2188,88,68,0
1,0,0,6,73,1
1,1,2372393,15,42,1
0,4,428038,118,44,0
1,4,6580550,0,123,0
1,10,1,40,41,0
1,0,0,5,47,1
1,2,0,30,77,1
1,3,378751,13,37,1
0,5,8126,52,76,0
0,6,2572,56,50,0
1,2,0,12,43,1
1,1,0,0,31,1
0,3,0,83,31,0
0,6,2033,244,51,0
1,5,2856134,22,62,1
0,3,183772,240,20,0
1,0,5707171,51,128,1
1,0,0,48,62,1
0,2,2271605,27,35,0
1,1,1652125,73,37,1
1,0,0,0,47,1
0,5,21974,57,53,0
0,5,54663,0,72,0
1,0,0,64,126,1
0,5,48563,43,73,0
1,0,0,0,50,1
0,2,8587175,47,22,0
0,7,570,172,63,0
0,10,1,126,71,0
1,6,374,104,87,0
1,2,8238037,1,52,1
0,3,4365,8,42,1
0,2,484673,336,21,0
1,0,0,8,38,1
1,0,5707171,51,125,1
1,0,5697976,51,126,1
0,4,2928750,286,48,0
1,2,4639,33,52,1
1,0,0,0,62,1
0,3,545173,28,79,0
0,6,184,294,61,0
1,0,5707171,51,118,1
1,5,7453,115,58,0
1,2,4378438,0,38,1
0,5,4693,0,52,0
1,2,705069,103,38,1
0,5,86462,38,52,0
1,2,0,0,49,0
1,6,2672,67,47,0
1,0,0,0,43,1
1,4,172131,42,75,0
1,0,0,1,611,1
0,2,0,96,25,0
0,4,95364,246,28,0
1,0,0,22,72,1
1,0,8688799,7,50,1
0,7,322,469,67,0
0,3,10539664,22,29,0
0,4,119459,128,75,0
0,0,0,32,42,1
1,0,0,30,88,1
0,7,0,32,40,0
0,7,13,149,48,0
1,3,0,0,41,1
1,1,0,9,232,1
0,3,2294,310,42,0
1,0,5697976,51,115,1
1,0,0,32,40,1
1,1,0,47,32,1
1,0,0,5,38,1
1,0,5707171,51,127,1
0,2,457413,11,39,1
1,7,1695,296,55,0
0,5,264522,65,105,0
0,9,24,1,129,1
1,2,0,4,46,1
1,6,79585,11,98,1
1,0,0,12,38,0
1,1,10408014,92,89,1
0,4,967672,12,72,1
1,0,5697976,51,124,1
1,8,0,0,46,1
1,0,0,184,30,1
1,0,5707171,51,127,1
1,2,0,0,34,1
0,10,1,29,45,1
0,3,0,107,25,0
0,0,0,2,20,1
0,5,31526,98,25,0
0,6,689,616,40,0
0,4,460464,41,84,0
0,5,19217,48,70,0
1,0,0,0,32,1
0,2,0,0,33,1
0,5,148470,0,133,0
0,3,82809,185,16,0
0,3,2013263,206,29,0
1,5,61657,1,22,1
0,7,6810,107,84,0
1,0,0,9,41,1
0,4,179423,114,44,0
1,10,1,1,99,1
1,0,0,6,219,1
0,2,433555,180,24,0
0,2,2516334,14,48,1
0,3,238030,174,21,0
0,4,117179,7,51,0
0,10,8,152,39,0
1,10,1,1,42,1
1,0,0,31,31,1
1,0,5707171,51,76,1
1,0,5707171,51,123,1
1,7,148,155,46,0
0,3,2250,205,42,0
1,5,0,21,68,1
0,2,0,147,23,0
0,5,2763,54,20,0
1,0,0,41,29,1
0,5,531101,228,20,0
0,5,42531,37,80,0
1,0,0,0,66,1
0,5,1163,56,42,0
1,1,7627796,31,85,1
1,3,1382310,0,48,1
1,2,2488533,150,46,1
1,10,1,1,82,1
1,5,2188,77,66,0
0,2,874125,129,24,0
1,7,12,289,47,0
0,7,1294,188,63,0
1,2,7346260,26,58,1
1,2,1211946,31,104,1
0,5,178835,99,24,0
1,0,0,28,30,1
0,3,6179184,16,84,0
1,5,122722,39,46,0
1,0,0,0,32,1
1,0,0,0,48,1
0,5,2188,76,70,0
1,8,6951049,97,104,0
0,5,16938,393,32,0
1,6,2772,377,92,0
1,0,0,4,57,1
1,8,310,74,89,0
0,3,4702582,42,28,0
1,0,0,3,45,1
0,3,3516548,18,52,0
1,0,0,25,206,1
1,0,0,124,96,1
0,5,164898,30,69,0
1,7,8530,463,32,0
1,7,12,271,48,0
0,4,975738,110,60,0
0,8,548,1041,111,0
0,5,130357,69,59,0
0,4,492031,0,118,0
1,6,1468,33,37,0
1,5,67893,240,59,0
0,2,825424,21,26,0
0,5,52443,56,73,0
1,5,899,116,49,1
0,5,1613,75,69,0
1,6,22211,9,37,1
1,0,5828815,4,129,1
1,4,8902890,130,128,1
0,2,213573,229,25,0
0,4,569663,47,33,0
0,3,2721076,48,71,0
0,5,21833,56,109,0
1,5,2404,6,71,0
1,2,0,3,67,0
1,5,0,7,58,1
1,2,601002,53,60,0
1,4,0,26,86,1
1,0,0,24,159,1
1,0,0,124,96,1
0,4,260070,55,24,0
1,0,0,13,110,1
1,5,0,14,28,1
1,2,262805,73,89,1
1,5,0,22,55,1
1,3,6845579,31,67,1
1,4,132459,2,26,1
1,0,728078,103,42,1
0,2,0,131,31,0
0,7,550535,232,53,0
1,0,0,28,75,1
0,5,988,190,43,0
1,0,0,4,35,1
0,10,2,52,43,0
1,0,0,47,59,1
1,2,4189860,12,93,1
1,0,0,31,166,1
1,7,1695,413,56,0
0,3,512817,0,68,0
1,0,8509505,13,71,1
1,2,1518277,145,58,1
1,1,0,0,33,1
1,0,0,3,71,1
1,2,377916,58,26,0
1,2,4669,33,55,1
1,3,4769456,0,32,1
0,3,5512197,184,19,0
1,1,0,4,45,1
0,6,1639,55,38,0
1,6,3518,0,75,0
0,4,62321,190,62,0
1,1,0,11,60,1
1,0,0,4,46,1
0,0,0,15,31,1
1,5,83378,3,43,1
0,3,0,42,55,1
1,0,0,664,292,1
1,0,0,9,141,1
0,0,0,46,32,0
0,7,284,72,46,0
1,0,0,7,212,1
0,1,0,36,29,0
1,4,0,5,267,1
0,5,315877,191,56,0
0,5,0,146,55,0
0,5,2674,220,106,0
0,1,3786388,23,26,0
1,5,0,21,64,1
1,4,22640,20,75,0
1,4,100014,232,51,0
0,3,0,344,34,0
0,6,684,246,40,0
0,1,2122076,210,24,0
0,2,307524,90,30,0
1,0,0,304,101,1
1,3,0,6,113,1
0,2,7477432,33,39,0
1,1,0,7,46,1
1,0,5707171,51,124,1
0,4,271832,35,64,0
0,5,240656,28,177,1
0,5,0,291,40,0
1,0,0,3,75,1
1,3,0,23,36,1
1,5,0,214,88,1
0,2,140193,105,22,0
0,5,18753,100,52,0
0,4,13917,132,68,0
1,5,181546,642,48,0
1,6,435135,132,68,0
0,0,0,28,21,1
0,5,845679,219,57,0
0,4,2703192,61,32,0
1,0,0,1,55,1
1,1,81401,0,45,1
1,3,4365,11,33,1
1,3,407034,3,48,0
1,2,0,5,36,1
1,2,0,23,48,1
1,0,0,4,148,1
1,3,17964,1,58,1
0,3,0,119,19,0
1,5,0,15,37,1
1,5,0,0,86,1
0,5,2190,77,96,0
0,2,2660343,56,47,1
1,0,5707171,51,124,1
1,4,32633,340,49,0
1,10,1,1,48,1
1,6,6032,19,164,1
0,5,3204,110,77,0
1,0,0,32,75,1
1,0,842411,12,40,1
0,0,6428932,29,32,1
1,5,0,14,43,1
1,0,0,0,25,1
1,0,5816617,4,118,1
0,3,0,0,28,0
1,0,0,3,69,1
1,1,6139067,0,27,1
1,5,566894,6,80,0
1,10,1,10,70,1
0,3,215794,80,24,0
0,3,105280,152,25,0
1,5,13712,68,49,0
1,1,0,0,38,1
0,5,14411,255,50,0
1,2,0,0,38,1
0,3,953722,145,27,0
1,0,0,4,84,1
0,7,5269,0,114,0
0,5,519609,13,88,0
0,6,814,56,54,0
1,0,0,2,23,1
1,6,2014,244,65,0
0,3,3276486,221,26,0
0,4,36441,205,31,0
1,2,4641,21,38,1
0,6,12516,175,74,0
1,2,3782353,103,37,1
1,6,6293,0,66,0
1,3,18105,1,38,1
0,7,0,60,45,1
0,2,0,28,28,0
0,5,4168,34,27,0
0,0,0,7,67,1
0,5,52179,27,42,0
1,0,0,0,44,1
1,7,1000,0,123,0
1,4,3274515,3,35,1
0,5,37568,0,120,0
1,0,0,33,54,1
1,5,155300,1,120,0
0,5,7508,0,63,0
0,3,0,108,30,0
1,0,0,18,39,1
1,3,1843206,503,20,1
0,4,780517,29,86,0
1,2,5403,11,39,1
1,6,22211,8,28,1
1,3,113335,99,31,0
0,6,12516,168,40,0
1,5,12395,16,39,1
0,10,8,148,36,0
0,6,2595,91,45,0
1,0,0,4,33,1
0,6,710503,2,70,1
1,2,0,30,77,1
1,0,0,30,88,1
0,2,140970,76,61,0
1,0,4514903,58,22,1
0,6,2442573,356,31,0
1,0,5697976,51,76,1
0,5,21,0,102,1
0,7,122,298,43,0
0,3,122153,19,50,0
1,0,5828815,4,125,1
0,4,1508161,76,76,0
0,0,0,54,27,0
1,5,5290837,81,47,0
0,5,2190,82,58,0
0,6,5030,537,31,0
1,0,0,21,46,1
1,2,4800627,3,155,1
0,2,6075777,79,27,0
0,5,965,41,38,0
1,0,0,103,59,1
1,2,1211946,31,94,1
1,1,0,0,40,1
1,5,0,14,31,1
1,4,13900,95,23,0
1,5,0,18,66,1
1,0,0,4,79,1
0,1,8154406,156,12,0
0,2,9524095,15,29,0
1,0,5707171,51,123,1
1,1,7645052,31,84,1
1,1,0,11,92,1
0,5,622,224,35,0
0,5,18440,335,93,0
1,0,0,0,51,1
1,10,1,1,46,1
0,2,1123024,13,31,0
0,4,2881378,570,79,0
1,0,0,18,59,1
1,2,0,0,45,0
1,4,0,8,64,1
0,7,2068,247,29,0
1,0,0,16,57,1
0,4,3598004,246,22,0
1,2,0,5,235,1
0,3,376474,128,23,0
1,0,0,0,85,1
0,4,397287,37,31,0
1,4,33109,140,60,0
1,5,0,14,28,1
1,1,943419,12,23,1
0,0,0,131,25,1
0,0,0,51,22,1
1,3,6143932,0,34,1
0,2,0,0,27,0
0,4,474965,30,23,0
0,4,129173,154,25,0
0,7,628,99,54,0
1,6,889,0,44,1
0,1,44822,16,78,1
1,4,0,16,56,1
0,2,630249,28,38,0
1,0,0,278,70,1
1,2,1483842,181,138,1
1,5,0,22,53,1
1,0,0,31,163,1
0,1,686549,2,41,1
1,3,0,6,50,1
1,5,0,14,34,1
0,8,3357138,81,72,0
1,7,1033,0,55,0
0,6,2572,113,37,0
0,5,831425,75,35,0
0,4,78688,83,24,0
1,5,0,14,38,1
1,5,0,5,39,1
0,4,102768,72,22,0
1,2,0,30,77,1
1,1,0,146,64,1
1,1,0,1,95,1
1,1,0,87,35,1
0,6,12364,182,82,0
1,0,0,4,81,1
0,3,0,132,31,0
0,0,0,45,19,1
0,0,0,34,25,1
0,5,223826,127,32,0
1,0,0,31,37,1
1,6,469408,37,21,1
0,1,0,0,89,1
1,2,0,55,82,1
1,0,0,0,38,1
0,3,254648,53,25,0
1,2,0,0,41,1
1,4,0,19,141,1
1,0,0,64,87,1
1,3,2070798,7,416,1
1,2,48274,1,58,1
1,8,114,5,96,0
0,0,0,141,32,1
